,e,feat
1236,770,"7.13931373976942, 6.287269443224432, 5.0, 1.0263466042154568"
1240,771,"4.988285452697596, 6.9956566767400545, 4.3, 2.4701405152224822"
3522,773,"5.532345175537728, 4.2582350898676395, 3.8, 1.300351288056206"
1242,774,"3.902935304092921, 6.6298185667828875, 4.3, 1.031615925058548"
8771,775,"5.888789188549993, 4.998537164563686, 3.0, 1.0105386416861826"
7160,776,"5.228029667751912, 5.330461699561738, 4.9, 1.31615925058548"
3523,777,"4.644842610822536, 6.247274229889172, 0.0, 1.0"
7161,778,"3.772880731716782, 6.070752273117932, 5.0, 1.0052693208430914"
8779,779,"5.922216009140527, 4.853116754093435, 4.3, 1.031615925058548"
7163,780,"5.499683900097466, 4.692791688071566, 5.0, 1.0105386416861826"
3535,781,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
1250,782,"5.090308928621823, 5.630374455201945, 0.0, 1.0"
8786,783,"5.017113049469231, 4.518855023205106, 4.8, 1.3846604215456675"
7177,785,"5.499683900097466, 4.692791688071566, 5.0, 1.0105386416861826"
3540,786,"8.03263825749383, 3.433380743587122, 0.0, 1.0"
3541,787,"7.974162751962126, 4.9970338013019955, 3.3, 2.259367681498829"
5468,788,"6.0663408965808685, 3.976029981828333, 0.0, 1.0"
7179,789,"3.753609948197777, 5.669533371378293, 4.4, 1.1211943793911008"
8793,790,"5.469309735440447, 5.23695004014462, 1.0, 1.0052693208430914"
1257,791,"4.221067532670702, 7.564202374054275, 4.5, 1.1159250585480094"
7180,792,"6.035660751980515, 4.915399533163281, 0.0, 1.0"
1258,793,"6.748966672791596, 2.027846997600136, 4.7, 2.5491803278688523"
7181,795,"4.90474578464034, 5.730910024941068, 5.0, 1.0474238875878221"
7182,796,"6.032881930237465, 6.137113027724354, 5.0, 1.0263466042154568"
3551,797,"4.845845240821404, 5.99811025321128, 4.0, 1.0421545667447307"
7185,798,"5.955946428507673, 5.212845294336148, 4.7, 2.3278688524590163"
5479,799,"2.6109355882455247, 8.50130702237675, 3.1, 1.2371194379391102"
7191,800,"5.0199835461369275, 4.518473842574622, 3.4, 1.126463700234192"
1260,801,"3.4001959700339057, 6.257608825427042, 4.8, 3.139344262295082"
5486,802,"5.340752917028681, 5.51643430713284, 4.4, 1.9959016393442623"
8802,803,"5.231274007619049, 5.329767523629243, 3.0, 1.0210772833723654"
5488,804,"4.191447007329657, 6.982406542286299, 4.5, 1.031615925058548"
7197,805,"6.575370082940026, 6.249660716378685, 3.7, 1.1475409836065573"
5489,806,"5.110513129555784, 6.035642579628984, 0.0, 1.0"
1263,807,"5.110310730371452, 6.035523460682043, 4.9, 3.1867681498829037"
3556,808,"5.109930934254862, 6.036173275075498, 4.5, 5.031030444964871"
1265,809,"7.005730278084741, 5.694579567622895, 4.5, 1.4373536299765808"
5493,810,"3.5781536670167498, 5.829726174293683, 4.8, 5.81615925058548"
1267,811,"4.843634327377856, 6.105588403784168, 3.3, 1.015807962529274"
1270,812,"5.150754849742498, 5.374368943417721, 4.6, 2.6861826697892273"
5495,813,"5.703714183777834, 5.651677851981276, 0.0, 1.0"
5498,814,"6.052626565964431, 4.020528712869009, 0.0, 1.0"
1286,815,"6.900250538441298, 6.084088666119669, 3.4, 1.0263466042154568"
5499,816,"6.545042351037239, 5.398232165292029, 3.7, 1.015807962529274"
8809,817,"5.222660136448894, 7.53936484134465, 4.1, 1.4373536299765808"
1287,819,"7.0020680434308815, 5.070852223498832, 2.5, 1.63231850117096"
8810,820,"4.634817898278982, 5.978907457448486, 4.8, 1.0843091334894615"
8811,821,"6.15820631461645, 4.749643464668907, 0.0, 1.0"
8812,822,"2.4630758405619986, 8.489668690502185, 5.0, 1.0052693208430914"
5502,823,"6.3381820505259725, 4.32303826155362, 0.0, 1.0"
1289,824,"7.780682228121293, 5.169881143936209, 3.5, 1.1370023419203747"
8814,825,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
1290,826,"4.5250842040136945, 3.575446107302241, 2.9, 1.1475409836065573"
5506,827,"5.2543784698066816, 7.729153362769011, 4.8, 4.604215456674472"
1291,828,"5.777762520671558, 5.004189153220295, 0.0, 1.0"
5508,829,"5.115618351335627, 7.252428657335031, 4.2, 1.0263466042154568"
8821,830,"3.9871559858765977, 5.931862866982101, 4.8, 1.4531615925058547"
3587,831,"5.709795683976381, 6.558297907997257, 5.0, 1.0052693208430914"
1306,832,"4.221067532670702, 7.564202374054275, 4.5, 1.1159250585480094"
1307,833,"3.9705604433416397, 6.673657625310398, 3.7, 2.0169789227166275"
8826,834,"4.633116554546859, 5.9837009681768905, 0.0, 1.0"
1310,835,"5.795452209385644, 4.980525558270756, 4.0, 6.2903981264637"
8833,836,"6.098721194329869, 4.024932006357403, 1.6, 1.2950819672131146"
8834,837,"5.302070861145182, 5.895551304393393, 5.0, 1.0474238875878221"
1314,838,"7.199621553211273, 5.092973844217568, 4.5, 1.0210772833723654"
1315,839,"5.185399637189619, 6.955939955287931, 3.7, 1.4795081967213115"
8835,840,"3.7930837420673242, 5.951842811185315, 4.8, 1.9379391100702574"
8837,841,"5.7963284787955445, 5.003665851363621, 3.7, 1.8062060889929743"
8838,842,"5.940902216191773, 5.368864826557228, 4.6, 1.2265807962529274"
7231,843,"3.415296139771442, 6.137545141973533, 0.0, 1.0"
1316,844,"5.913011608585407, 6.136417208771945, 3.3, 4.07728337236534"
5521,845,"5.2042394295041845, 7.4774928172644195, 4.8, 3.302693208430913"
5522,846,"5.646722145209196, 5.552930709466864, 0.0, 1.0"
3611,847,"5.441631051686045, 7.966536064835736, 4.6, 3.281615925058548"
7233,848,"6.129271565335614, 5.15161569105976, 0.0, 1.0"
8841,850,"4.4672587570389055, 3.0252176179933485, 4.7, 1.063231850117096"
8842,851,"6.792261048911996, 2.204925116627237, 3.5, 1.173887587822014"
3613,852,"5.325948011983655, 5.931025748313232, 4.7, 1.71135831381733"
7236,853,"5.1292457693610345, 5.8735512671519245, 4.8, 3.1024590163934427"
5539,854,"4.8189666291369235, 5.7000697188136655, 4.9, 2.259367681498829"
3627,855,"5.461882875957485, 4.789963174445802, 4.9, 3.3237704918032787"
3628,856,"6.684321563886954, 6.170684033022553, 3.0, 2.0644028103044496"
7242,857,"4.8378838093750005, 5.595970438784889, 3.1, 4.446135831381733"
3629,858,"4.721185202000356, 5.531162338039167, 0.0, 1.0"
1331,859,"4.169647424589641, 6.0159978114973, 3.0, 1.0105386416861826"
3636,860,"3.3800691570233425, 7.362046841403526, 4.9, 1.0895784543325526"
8854,862,"5.933793242486615, 6.061122533142452, 0.0, 1.0"
3637,863,"4.654226789476752, 3.0271259856749566, 5.0, 1.0263466042154568"
3638,864,"7.097018263153188, 6.312732145028349, 5.0, 1.3214285714285714"
8857,865,"3.989459764828098, 5.945393136338907, 0.0, 1.0"
7246,866,"3.2387480935783515, 7.407407336412689, 0.0, 1.0"
3640,868,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
1345,869,"3.6047560633439275, 6.139308923898625, 3.5, 1.205503512880562"
3643,870,"6.521950985267381, 2.163324672792669, 5.0, 1.015807962529274"
1347,871,"4.847697788650066, 5.506072601765936, 3.8, 4.551522248243559"
1348,872,"4.487097448857526, 2.487899979517124, 2.0, 2.022248243559719"
8859,873,"4.429597031161336, 6.980961506233143, 3.7, 1.2898126463700235"
5557,874,"5.683987406802203, 4.346310817752965, 2.3, 1.063231850117096"
3646,875,"7.850873074677736, 6.3798601899547975, 4.3, 1.7745901639344261"
3647,876,"4.862222906587249, 5.483433429760225, 5.0, 1.0052693208430914"
8864,877,"5.508062035746889, 4.155591525522141, 4.1, 1.094847775175644"
1352,878,"3.219239193371891, 7.38859804392996, 4.8, 2.2330210772833725"
3649,879,"6.5557421243898375, 3.5337355811307134, 4.5, 2.533372365339578"
8865,880,"5.9315811384597055, 6.127605692735415, 0.0, 1.0"
5562,882,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3652,884,"4.99965076219172, 7.260041590311857, 4.8, 2.9970725995316156"
5565,886,"4.321007487579379, 6.842832818337683, 2.5, 1.0421545667447307"
3653,887,"5.160536683264752, 5.914335130067002, 4.6, 1.2318501170960188"
8870,888,"5.709795683976381, 6.558297907997257, 5.0, 1.0052693208430914"
8871,889,"6.0926694587171255, 5.378952147591463, 1.9, 6.121779859484778"
3656,890,"6.665243654884819, 3.6613653714923657, 5.0, 1.0052693208430914"
8872,891,"4.730837261928002, 7.86292558324476, 0.0, 1.0"
8873,892,"6.7447805814254025, 5.055239426345224, 4.0, 1.0421545667447307"
5573,893,"3.9433710893800935, 6.797106751388128, 5.0, 1.015807962529274"
5574,894,"4.795777635525155, 5.368771995929819, 0.0, 1.0"
1356,895,"5.86332260882233, 4.130894471018792, 4.6, 1.1159250585480094"
3659,896,"4.485800903494123, 2.973874887316242, 4.8, 1.4478922716627634"
8880,897,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
7263,898,"4.802391326520365, 6.4386137621543185, 5.0, 1.0210772833723654"
7272,899,"4.802343703182828, 6.439188819139645, 4.3, 1.031615925058548"
8885,900,"3.541793248836427, 6.075323976152049, 3.3, 6.200819672131147"
1367,901,"3.4894063870041236, 6.0897464053462045, 4.5, 2.449063231850117"
5593,902,"6.564061921450843, 5.349685854584095, 1.0, 1.0105386416861826"
5594,903,"5.176970306452233, 6.603028304852614, 0.0, 1.0"
8887,904,"5.181676682780505, 6.955359147732679, 1.0, 1.0105386416861826"
8888,905,"4.720443468518965, 4.815679722833465, 4.7, 1.284543325526932"
3686,906,"5.4110866335977335, 7.511630664448148, 0.0, 1.0"
3694,907,"5.621850857200229, 5.099942713370865, 0.0, 1.0"
5602,908,"4.074242401994297, 5.928624474644494, 3.0, 1.0105386416861826"
3698,909,"6.017379343298046, 7.360485972443257, 5.0, 1.0105386416861826"
5603,910,"5.593442345798678, 4.275736538463661, 0.0, 1.0"
8894,911,"4.827741229071137, 7.5355653576909845, 4.9, 1.7324355971896956"
1374,912,"4.369613056414323, 6.357346708976138, 0.0, 1.0"
7283,913,"5.033304984218887, 5.494255180715754, 0.0, 1.0"
7284,914,"5.703714183777834, 5.651677851981276, 0.0, 1.0"
1376,915,"6.050625195206067, 4.058978665933637, 4.1, 1.6217798594847777"
3702,917,"6.940289859443681, 5.0989996199145935, 3.5, 2.8548009367681497"
3703,918,"3.4008317415895135, 6.258837804355608, 0.0, 1.0"
3704,919,"5.28750288220408, 5.8974235256362135, 4.9, 1.0843091334894615"
1379,920,"4.463510800377662, 3.1999478614998225, 4.8, 1.0843091334894615"
7287,921,"4.688390581215174, 4.810515711104472, 0.0, 1.0"
1382,922,"5.6004298799931576, 5.801996926457377, 4.5, 3.271077283372365"
1385,923,"5.5554936893124705, 8.271427170949664, 3.1, 2.053864168618267"
3705,924,"4.5754363587514035, 7.6183292020509725, 4.9, 3.9192037470725993"
1386,925,"3.741468378302386, 7.404657742512427, 4.1, 3.239461358313817"
3706,926,"3.7477737081872533, 7.392293195816137, 5.0, 1.0052693208430914"
8899,927,"4.8309272303498005, 5.616080181564712, 0.0, 1.0"
3707,928,"5.080968801554661, 6.456650835256596, 0.0, 1.0"
7295,929,"6.668054622380737, 3.557503507847514, 2.6, 1.3266978922716628"
1387,930,"4.052328523244, 7.7120018774242, 4.1, 1.1580796252927401"
7299,931,"6.780123050767031, 4.988357834412227, 4.1, 3.5292740046838404"
1390,933,"6.549249872905364, 4.9615683939916835, 3.0, 1.015807962529274"
7303,934,"7.895274693395038, 4.917541209678802, 3.8, 4.335480093676814"
3713,935,"4.175830124380354, 5.812749670574476, 5.0, 1.0263466042154568"
1398,936,"4.627641061317945, 3.146877495336412, 3.8, 1.0895784543325526"
5617,937,"6.980455382290415, 5.210980466683395, 4.4, 1.2160421545667448"
8907,939,"5.915755903408751, 6.157042859818603, 5.0, 1.1053864168618266"
1400,940,"3.5781536670167498, 5.829726174293683, 4.8, 5.81615925058548"
5619,941,"5.863095207385811, 5.000835749485304, 0.0, 1.0"
1401,942,"7.036122301493037, 6.087691808888394, 2.0, 3.271077283372365"
1402,943,"5.887739093958146, 3.919092768192968, 2.9, 1.521662763466042"
7311,944,"7.17637541159462, 5.86165333812346, 1.0, 1.0052693208430914"
7312,945,"4.749542518314229, 6.437565515420829, 4.0, 1.0105386416861826"
3726,946,"6.09125266442652, 4.847521449625674, 3.7, 1.031615925058548"
1404,947,"7.881692517540273, 4.792612544128815, 3.3, 1.331967213114754"
1405,948,"4.762858003479039, 2.926514015508019, 3.4, 1.490046838407494"
7316,949,"8.014514005825163, 3.383474833863147, 4.5, 2.7441451990632317"
7317,950,"5.255673824586609, 5.526348289561383, 4.0, 1.0210772833723654"
5628,951,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5630,952,"6.374444840864669, 5.637289926206449, 2.2, 1.1370023419203747"
5637,953,"8.035014662035053, 3.434570290036845, 4.3, 1.5427400468384076"
1407,954,"6.558651910311028, 4.018534908149604, 5.0, 1.0052693208430914"
1408,956,"7.328745089339407, 5.032085167582409, 4.3, 1.0895784543325526"
1409,958,"3.0920801199156926, 7.035732398053142, 2.8, 1.0210772833723654"
8920,959,"6.789552471591719, 2.113377687569937, 2.6, 1.911592505854801"
1410,960,"5.465453435686527, 7.11028278564163, 3.7, 1.015807962529274"
3729,961,"2.110083328934934, 8.41707513968413, 4.3, 5.953161592505855"
3730,962,"1.6649777579171996, 7.968269450891739, 2.9, 1.490046838407494"
1412,963,"5.408250663849515, 5.293096961179799, 3.2, 4.693793911007026"
3731,964,"5.863755981193606, 4.130894471018792, 4.8, 1.5585480093676813"
1414,965,"6.386743567773976, 6.018684149129285, 0.0, 1.0"
1415,966,"1.3161129990679115, 6.7323290465117225, 4.4, 5.326112412177986"
7328,967,"4.962315256175941, 5.1969351105697115, 5.0, 1.2160421545667448"
5639,968,"1.9994316948392452, 8.269665853554216, 0.0, 1.0"
3737,969,"6.769762593693997, 6.775873182956957, 0.0, 1.0"
1417,970,"1.1334774997591808, 7.046496643310093, 3.5, 2.1223653395784545"
3748,971,"6.160494615983282, 4.987777848366704, 5.0, 1.0052693208430914"
5645,972,"5.91137812810922, 6.055412217277308, 3.0, 1.0052693208430914"
7331,973,"5.771629825385105, 5.985493502951385, 4.7, 3.6504683840749412"
7335,975,"5.219503899756148, 6.627887196821803, 3.7, 1.2898126463700235"
7336,976,"6.158827799170808, 4.749368258826053, 3.9, 1.2002341920374708"
8930,977,"6.035660751980515, 4.915399533163281, 0.0, 1.0"
1421,979,"1.20843544239915, 6.7183715919659335, 3.3, 3.1814988290398127"
5649,980,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5653,981,"6.977143179167342, 6.154598046120782, 1.0, 1.0105386416861826"
1435,982,"7.824648093300482, 4.995403925503297, 2.4, 1.3477751756440282"
3758,983,"6.858024115664364, 4.982881648890952, 3.2, 1.5058548009367683"
3759,984,"1.623013263496489, 7.245785106133553, 0.0, 1.0"
8933,985,"6.301565656906462, 5.2183066926775155, 4.3, 1.031615925058548"
8934,986,"5.0972786040647975, 5.216589736821106, 5.0, 1.0052693208430914"
1437,987,"5.452415356462723, 7.947228937305681, 3.3, 1.1317330210772834"
8936,988,"5.204632322038606, 7.242762770920081, 4.8, 1.2160421545667448"
8937,989,"4.454475462670757, 3.120941603784786, 0.0, 1.0"
5661,990,"5.483690792781886, 4.728278454641213, 3.0, 2.970725995316159"
3765,991,"3.5438934380200635, 6.301184179251322, 2.6, 1.3530444964871196"
7346,992,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5680,993,"4.967697883896733, 5.457496716698415, 3.9, 1.1844262295081966"
3778,994,"3.9606678855595305, 6.8050729336559925, 4.7, 1.9748243559718968"
7350,995,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
8939,996,"5.202494034184838, 5.52571736989762, 0.0, 1.0"
1519,997,"4.665258735608404, 2.914625944599493, 4.3, 1.221311475409836"
8940,998,"5.768267617757658, 5.658159565717142, 4.4, 1.0368852459016393"
3802,999,"5.767659229621074, 5.645925639107418, 4.9, 4.609484777517564"
5687,1001,"5.493001155262846, 6.660921756103562, 4.5, 1.1159250585480094"
3804,1002,"4.4032637066911775, 7.014352600845768, 4.8, 1.3635831381733021"
3805,1003,"5.118340025073735, 7.153578826073272, 0.0, 1.0"
5689,1004,"7.441001629908726, 5.85577954177279, 3.9, 1.4320843091334894"
3812,1005,"5.4595850499231915, 6.170165660225621, 5.0, 1.0052693208430914"
3819,1006,"6.969072214044672, 6.144127079926193, 4.4, 1.2265807962529274"
3820,1007,"4.983977921820781, 6.937955458824263, 4.6, 1.9800936768149882"
1536,1008,"3.2040247276243576, 6.349914508194843, 0.0, 1.0"
1541,1009,"4.929690888822165, 3.4409797108942257, 2.6, 1.1053864168618266"
5693,1010,"6.064639552848689, 6.184648881158182, 3.2, 1.1844262295081966"
7369,1011,"3.215754355650404, 6.192214166556141, 4.2, 1.0526932084309133"
5705,1012,"4.626533818720986, 6.734749214910153, 5.0, 1.031615925058548"
3829,1013,"5.744439280840027, 3.7938560364007117, 5.0, 1.015807962529274"
1546,1014,"6.745716380007309, 5.078527591234206, 3.9, 2.038056206088993"
1547,1015,"7.13931373976942, 6.287269443224432, 5.0, 1.0263466042154568"
8948,1017,"5.47711043812285, 4.7117061338315125, 5.0, 1.0105386416861826"
1548,1018,"6.347709099192684, 5.156721375579991, 3.1, 1.6692037470725996"
1549,1019,"4.6655932895543515, 8.175088695694058, 5.0, 1.822014051522248"
8950,1020,"5.915628510981094, 7.030754869089606, 5.0, 1.015807962529274"
7375,1021,"6.200535127568969, 5.8625298892714, 4.9, 1.8694379391100702"
5709,1022,"6.952875516961285, 5.026912940753846, 2.3, 1.110655737704918"
5710,1023,"5.230744197989338, 5.376759537457019, 3.7, 2.6334894613583137"
3834,1024,"6.769762593693997, 6.775873182956957, 0.0, 1.0"
8951,1025,"5.406420737106146, 5.286700684482184, 3.7, 3.3870023419203745"
7379,1026,"3.9662886299679485, 6.771165109266349, 0.0, 1.0"
7380,1027,"4.994762226597402, 5.2930139886718734, 2.7, 1.2476580796252927"
5711,1028,"5.409769848315705, 4.110815124108285, 0.0, 1.0"
1553,1029,"6.452709033710619, 3.537508776464847, 2.1, 1.4584309133489461"
3837,1030,"4.371669194010735, 3.1626504869364, 3.6, 1.2423887587822013"
7381,1031,"6.105506329340017, 5.829325277423777, 3.8, 1.4320843091334894"
1555,1033,"6.528917088959929, 6.913228829961781, 0.0, 1.0"
8954,1035,"6.102739413431266, 5.572560690419095, 0.0, 1.0"
1556,1036,"5.871110215087015, 3.8250118023599953, 4.3, 1.3108899297423888"
1557,1037,"4.692706446176089, 6.021809173090105, 4.2, 1.2002341920374708"
8956,1038,"5.758663181167549, 6.000629824317457, 4.6, 1.2740046838407495"
5716,1039,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
7389,1040,"5.463612793692164, 7.9528603882126845, 4.8, 3.192037470725995"
7390,1041,"5.399997539460912, 4.815149848897136, 0.0, 1.0"
1560,1042,"5.021847999800059, 6.839548421441123, 3.6, 1.2371194379391102"
5726,1043,"6.974092904400663, 5.819730040867398, 3.4, 1.2634660421545667"
1562,1046,"1.6889608706817398, 7.089376999692149, 5.0, 1.0052693208430914"
1568,1047,"5.149983351674962, 6.465864069672762, 4.4, 1.3266978922716628"
7394,1049,"4.836186037393077, 7.588860817588738, 4.5, 1.1791569086651055"
3848,1050,"3.554165791918763, 6.8893401412778985, 4.4, 1.0368852459016393"
5729,1051,"5.052929371018763, 5.9313034186864115, 0.0, 1.0"
5730,1052,"3.4748943654846016, 5.800486991115804, 3.8, 2.601873536299766"
5731,1053,"5.085827572563176, 6.909905822096107, 0.0, 1.0"
8962,1054,"6.0439031611181235, 5.37990509916699, 0.0, 1.0"
8963,1055,"3.582746937918671, 6.890891973628413, 5.0, 1.0052693208430914"
3852,1056,"5.901577245251872, 8.229674747768968, 3.5, 1.584894613583138"
1572,1057,"2.2809237181286903, 8.480393021327245, 3.4, 1.7535128805620608"
5733,1058,"4.389579140660885, 6.8588350112217995, 4.7, 3.3079625292740045"
5734,1059,"5.478014090951888, 5.237811804112653, 0.0, 1.0"
1573,1060,"3.1668725714579296, 7.436012313886749, 4.4, 2.0275175644028103"
7396,1061,"2.594078117354343, 8.167459332517637, 3.7, 1.142271662763466"
5735,1062,"4.80307710258046, 7.524459364282848, 4.9, 1.2160421545667448"
1577,1063,"6.590798853706303, 4.676549614273654, 1.5, 1.0105386416861826"
7397,1064,"6.0636775614311205, 7.388526572561659, 0.0, 1.0"
3855,1065,"1.1840368160148955, 6.682875788786305, 4.8, 1.173887587822014"
7404,1066,"6.575774881308746, 5.32818036634967, 3.3, 1.331967213114754"
3862,1067,"6.135409022955628, 4.758442658055856, 2.7, 1.0368852459016393"
8972,1068,"6.1416679200864905, 4.774477711338932, 3.9, 1.1475409836065573"
5746,1069,"6.093142120341838, 5.374621968491283, 1.6, 1.1001170960187354"
7415,1070,"3.866128417123207, 6.619173440472878, 0.0, 1.0"
8981,1071,"5.416938351192812, 5.414078271280232, 4.1, 2.148711943793911"
5759,1072,"5.399454633413427, 4.846248109157841, 4.4, 1.0737704918032787"
1624,1073,"3.398288655367196, 7.080541659866412, 3.5, 1.0579625292740047"
5760,1074,"5.69816249320877, 4.7000316555179324, 3.7, 1.015807962529274"
1626,1075,"4.9903249221259784, 7.017172844604147, 4.7, 1.331967213114754"
3884,1076,"5.790201736426297, 6.5334907711569485, 3.8, 1.3688524590163933"
1628,1077,"6.282075806034925, 5.879775026753805, 1.7, 2.164519906323185"
7422,1078,"5.203503648939886, 5.593176483345815, 0.0, 1.0"
3886,1079,"6.162322161559871, 3.520637426023086, 2.5, 2.211943793911007"
5763,1080,"5.774102667184707, 3.810268984273989, 3.1, 1.1211943793911008"
7423,1081,"4.725274856108285, 5.640550499313804, 5.0, 1.0052693208430914"
7424,1082,"4.725607028887225, 5.640268721390839, 5.0, 1.031615925058548"
8990,1083,"6.060291542134962, 4.029267936027281, 0.0, 1.0"
8991,1084,"5.455825187427649, 5.081061128009878, 3.5, 1.0579625292740047"
1631,1085,"7.30024609359657, 4.678984569851764, 2.2, 2.338407494145199"
3889,1086,"5.271046637931306, 5.234951306365019, 4.2, 1.221311475409836"
5766,1087,"5.150754849742498, 5.374368943417721, 4.6, 2.6861826697892273"
1633,1088,"3.0957530698203186, 6.2934718435669765, 4.8, 2.6861826697892273"
3892,1089,"5.563982549221691, 8.206494200687303, 0.0, 1.0"
7428,1090,"5.7688295731402945, 5.659626782539817, 4.9, 2.449063231850117"
1634,1091,"3.318381457377427, 7.483233528998653, 4.9, 1.2476580796252927"
5768,1092,"4.4758059555365435, 6.889463367774624, 2.3, 1.015807962529274"
8994,1093,"6.535904623154636, 6.5279989769462645, 3.9, 1.0368852459016393"
8995,1094,"5.31165982015051, 5.457688950033571, 5.0, 1.0052693208430914"
8996,1095,"5.55750815648878, 6.7903769416386695, 5.0, 1.0526932084309133"
1636,1096,"4.867525765217806, 4.731401835581892, 3.7, 1.0737704918032787"
5771,1098,"5.376814498766407, 6.695623980642949, 0.0, 1.0"
3897,1099,"4.270689859761262, 3.014651356641707, 3.8, 1.126463700234192"
1638,1100,"4.867440043210422, 7.70443001994613, 4.3, 1.9959016393442623"
8998,1101,"5.780329418562758, 5.996812267444284, 4.1, 1.0737704918032787"
8999,1102,"5.041912902471836, 6.004506529908895, 0.0, 1.0"
3898,1103,"7.434347459076662, 5.877816546963459, 2.4, 1.2423887587822013"
1640,1104,"5.057261904147822, 7.256689829597008, 3.8, 1.0895784543325526"
3899,1105,"5.855948135010578, 4.146241920449256, 4.1, 1.3108899297423888"
1641,1106,"1.8529149252732964, 7.24228547362236, 3.0, 1.0105386416861826"
5778,1107,"5.149983351674962, 6.465864069672762, 4.4, 1.3266978922716628"
9005,1108,"5.233188465786441, 7.533204338010819, 3.2, 1.7377049180327868"
1644,1109,"5.171612680983742, 5.2444290669945985, 4.1, 1.1159250585480094"
7443,1110,"5.64969265088564, 5.74237994726991, 3.0, 1.0052693208430914"
1646,1111,"5.699843597022436, 4.67783281286097, 5.0, 1.2950819672131146"
1647,1112,"2.965494907676259, 9.024718961436065, 4.9, 3.6504683840749412"
1648,1113,"6.051162148336402, 4.92204554889463, 4.0, 6.311475409836065"
9009,1114,"4.3285414995716565, 2.8102144907788897, 3.2, 1.4320843091334894"
9010,1116,"5.143074395987412, 5.842424254041589, 0.0, 1.0"
1649,1117,"4.853182806546499, 2.818123988858133, 3.0, 1.6850117096018735"
3915,1118,"6.443634406750164, 6.330270561573116, 3.9, 1.0368852459016393"
3916,1119,"3.213287466767895, 7.317256474320175, 1.9, 1.2950819672131146"
5788,1120,"6.825092577783835, 6.241970561463859, 0.0, 1.0"
9013,1121,"3.8229138100933255, 7.642405195009815, 0.0, 1.0"
1651,1122,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
9014,1123,"4.907225769940453, 5.715500962262013, 3.2, 1.0685011709601873"
5790,1124,"5.92444835308595, 5.043555089911706, 0.0, 1.0"
1652,1125,"4.222831977325029, 6.9784435781471075, 0.0, 1.0"
1653,1126,"2.3976878075924333, 6.602953547444486, 4.7, 1.1633489461358313"
7451,1127,"3.4809591975150624, 6.121289102505671, 4.2, 1.1949648711943794"
5792,1128,"5.252246134870177, 6.910697757715752, 5.0, 1.07903981264637"
3927,1129,"6.669351167744139, 5.890545844090639, 3.3, 1.3056206088992974"
9016,1130,"6.090487119276361, 4.014129150131566, 0.0, 1.0"
1657,1131,"4.463632239888398, 3.103337466441417, 2.3, 1.0210772833723654"
9017,1132,"4.454475462670757, 3.120941603784786, 3.7, 1.4531615925058547"
3929,1133,"6.143133528297994, 5.617443888130083, 4.0, 1.1686182669789227"
1659,1134,"3.8685369674173558, 7.731905421198917, 3.6, 3.945550351288056"
3930,1135,"4.078679706465721, 6.862607385045976, 0.0, 1.0"
3935,1136,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
9020,1137,"4.659974926312884, 3.083691055289819, 5.0, 1.0263466042154568"
1660,1138,"4.949228363031125, 6.5527050680593675, 5.0, 1.5638173302107727"
3943,1139,"6.7388681440749565, 2.023410843712554, 3.1, 1.3741217798594847"
3944,1140,"5.28228931733139, 5.51053915152238, 4.0, 1.4742388758782201"
9021,1141,"5.281620209439382, 5.509158193247458, 3.4, 1.4531615925058547"
5801,1142,"5.711108897508041, 4.745409402236419, 3.4, 1.205503512880562"
7464,1143,"6.819501597961448, 1.0130266837395538, 3.0, 1.2529274004683841"
7465,1144,"4.621209529588668, 6.059652030279722, 5.0, 1.0105386416861826"
9024,1145,"4.8398351756288776, 6.024860261152753, 5.0, 1.0368852459016393"
5805,1146,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5806,1147,"6.766848045439019, 5.7580058885835115, 4.1, 1.3583138173302107"
1666,1150,"4.555320260991834, 3.0567430634434913, 5.0, 1.1317330210772834"
1667,1151,"7.84214014516391, 6.400974639439255, 3.0, 1.3108899297423888"
1668,1152,"5.891150115506434, 3.586455162533184, 4.1, 2.644028103044496"
9026,1153,"5.542347266995932, 6.746441766443468, 5.0, 1.0421545667447307"
1669,1154,"5.5324356598788995, 4.098437433252229, 4.6, 1.5638173302107727"
9027,1155,"5.646194716746379, 4.34465711816506, 4.3, 1.063231850117096"
1671,1156,"4.9087949589110735, 8.109597920155693, 2.2, 1.0263466042154568"
7476,1157,"3.579073988014102, 5.829414000501629, 5.0, 1.0052693208430914"
1678,1158,"4.767939413590113, 6.751334679879392, 3.8, 1.0210772833723654"
9031,1159,"6.565747787598298, 6.23971223053104, 0.0, 1.0"
3959,1160,"6.520843742670536, 5.196489852160994, 3.9, 1.110655737704918"
7478,1161,"6.012337222440351, 6.019204986456089, 4.9, 1.3635831381733021"
