,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12571,Coburg,9 Sargood St,2,h,642000.0,S,Nelson,27/06/2016,7.8,3058.0,2.0,1.0,0.0,167.0,,,Moreland,-37.7477,144.9647,Northern Metropolitan,11204.0
12572,Northcote,13 Hawthorn Rd,4,h,2175000.0,S,Nelson,13/08/2016,5.5,3070.0,5.0,2.0,1.0,573.0,186.0,1890.0,Darebin,-37.7707,144.9924,Northern Metropolitan,11364.0
12573,Parkville,14/18 Lennon St,1,u,352500.0,S,Jellis,8/10/2016,2.6,3052.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.7864,144.9409,Northern Metropolitan,2309.0
12574,Coburg,7 Wellington St,2,h,867000.0,S,Nelson,3/06/2017,6.7,3058.0,2.0,1.0,1.0,208.0,,,Moreland,-37.74373,144.95783,Northern Metropolitan,11204.0
12575,Collingwood,93 Hotham St,2,h,1430000.0,S,Jellis,4/03/2017,1.6,3066.0,2.0,1.0,0.0,231.0,,,Yarra,-37.7969,144.9905,Northern Metropolitan,4553.0
12576,Burwood,1/24 Edwards St,3,t,1145000.0,S,Jellis,18/03/2017,11.7,3125.0,3.0,2.0,2.0,329.0,,,Whitehorse,-37.8484,145.1013,Southern Metropolitan,5678.0
12577,Hawthorn,27 Falmouth St,3,h,2160000.0,S,Noel,30/07/2016,4.6,3122.0,3.0,2.0,2.0,387.0,,1910.0,Boroondara,-37.82,145.0421,Southern Metropolitan,11308.0
12578,Pascoe Vale,31 Zenith St,4,h,1196000.0,S,Nelson,4/03/2017,9.9,3044.0,4.0,2.0,2.0,559.0,281.0,1997.0,Moreland,-37.7236,144.9347,Northern Metropolitan,7485.0
12579,Coburg,35 The Grove,8,u,2250000.0,PI,Peter,4/03/2017,7.8,3058.0,4.0,2.0,4.0,983.0,,,Moreland,-37.7517,144.9699,Northern Metropolitan,11204.0
12580,Mooroolbark,36 Bellara Dr,3,h,637500.0,SP,hockingstuart,15/07/2017,26.5,3138.0,3.0,1.0,1.0,609.0,,,Yarra Ranges,-37.77293,145.30819,Eastern Victoria,8280.0
12581,Reservoir,17 Steane St,5,h,820000.0,SP,hockingstuart,27/11/2016,11.2,3073.0,5.0,2.0,2.0,737.0,150.0,,Darebin,-37.7306,145.0242,Northern Metropolitan,21650.0
12582,Fitzroy North,74 Best St,2,h,1321000.0,S,Woodards,27/05/2017,3.6,3068.0,2.0,1.0,1.0,167.0,,,Yarra,-37.78219,144.98371,Northern Metropolitan,6244.0
12583,Eltham,17 Beard St,6,h,855000.0,S,Morrison,27/05/2017,18.0,3095.0,6.0,3.0,3.0,804.0,214.0,1980.0,Nillumbik,-37.70872,145.16102,Eastern Metropolitan,6990.0
12584,Airport West,1/43 Cameron St,3,u,752000.0,S,Nelson,11/02/2017,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,Moonee Valley,-37.7302,144.8855,Western Metropolitan,3464.0
12585,Wollert,6 Burley St,2,u,390000.0,S,Ray,1/07/2017,25.5,3750.0,2.0,1.0,1.0,197.0,,,Whittlesea,-37.61401,145.03301000000005,Northern Metropolitan,2940.0
12586,Westmeadows,14 Duncan Ct,4,h,675000.0,S,Barry,8/07/2017,16.5,3049.0,4.0,2.0,4.0,744.0,,,Hume,-37.6815,144.87892,Northern Metropolitan,2474.0
12587,Glenroy,80 Paget Av,2,h,725000.0,S,Stockdale,26/08/2017,11.2,3046.0,2.0,1.0,2.0,590.0,,,,-37.69927,144.9256,Northern Metropolitan,8870.0
12588,Hawthorn East,4 Temple St,6,h,1666000.0,S,Noel,24/09/2016,7.5,3123.0,6.0,2.0,0.0,350.0,198.0,1900.0,Boroondara,-37.8219,145.0556,Southern Metropolitan,6482.0
12589,Notting Hill,3 Risdon Dr,4,h,1211000.0,S,One,15/07/2017,16.7,3168.0,4.0,3.0,3.0,727.0,167.0,1970.0,Monash,-37.90779000000001,145.15042,Southern Metropolitan,902.0
12590,Fairfield,15/262 Heidelberg Rd,2,u,548000.0,SP,Nelson,27/06/2016,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,2014.0,Yarra,-37.7845,145.0105,Northern Metropolitan,2970.0
12591,Preston,22 Furzer St,3,h,1200000.0,S,Love,15/10/2016,8.8,3072.0,3.0,1.0,1.0,847.0,120.0,1965.0,Darebin,-37.7279,144.9849,Northern Metropolitan,14577.0
12592,Burwood,14 Cumming St,3,h,1530000.0,S,Buxton,8/07/2017,10.4,3125.0,3.0,1.0,2.0,695.0,,,Whitehorse,-37.85126,145.1132,Southern Metropolitan,5678.0
12593,Balaclava,1/17 Albion St,2,h,981000.0,S,Buxton,25/02/2017,6.6,3183.0,2.0,1.0,0.0,159.0,84.0,1930.0,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952.0
12594,Braybrook,3 Cross St,3,h,652000.0,S,Barry,8/10/2016,10.8,3019.0,3.0,2.0,1.0,216.0,145.0,2010.0,Maribyrnong,-37.7865,144.8605,Western Metropolitan,3589.0
12595,Glen Iris,28 Alfred Rd,4,h,1800000.0,VB,Marshall,3/12/2016,9.2,3146.0,4.0,2.0,2.0,868.0,217.0,1930.0,Boroondara,-37.8522,145.0893,Southern Metropolitan,10412.0
12596,West Melbourne,74 Dudley St,4,h,1900000.0,VB,Whiting,15/07/2017,3.1,3003.0,4.0,1.0,2.0,168.0,,,Melbourne,-37.80884,144.95291,Northern Metropolitan,2230.0
12597,Alphington,44 Shiers St,4,h,1717500.0,S,Collins,8/10/2016,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,Darebin,-37.7717,145.031,Northern Metropolitan,2211.0
12598,Greensborough,23 Bullanoo Ct,3,h,725000.0,S,Buckingham,22/07/2017,16.1,3088.0,3.0,2.0,2.0,672.0,,,Nillumbik,-37.68989000000001,145.10698,Northern Metropolitan,8524.0
12599,Elsternwick,2 Park St,3,h,2345000.0,S,Biggin,16/04/2016,8.5,3185.0,3.0,2.0,1.0,419.0,204.0,1908.0,Glen Eira,-37.8817,145.0126,Southern Metropolitan,4898.0
12600,Yarraville,26 Buninyong St,3,h,1370000.0,S,Greg,20/05/2017,7.0,3013.0,3.0,2.0,2.0,389.0,,,Maribyrnong,-37.8181,144.8882,Western Metropolitan,6543.0
12601,Preston,26A Young St,3,h,955000.0,S,Nelson,3/06/2017,8.4,3072.0,3.0,1.0,1.0,263.0,123.0,2000.0,Darebin,-37.74739,145.00933999999995,Northern Metropolitan,14577.0
12602,Lalor,26 Newton Cr,3,h,741000.0,S,HAR,9/09/2017,16.3,3075.0,3.0,1.0,1.0,672.0,,,,-37.66486,145.02014,Northern Metropolitan,8279.0
12603,Glen Iris,6 Bardolph St,2,h,708000.0,S,Jellis,19/08/2017,7.3,3146.0,2.0,1.0,1.0,151.0,,,,-37.85156,145.07958,Southern Metropolitan,10412.0
12604,Burwood,1/109 Station St,3,u,686000.0,PI,Ray,4/03/2017,11.7,3125.0,3.0,1.0,2.0,273.0,,1980.0,Whitehorse,-37.8473,145.1203,Southern Metropolitan,5678.0
12605,Broadmeadows,38 Stanhope St,3,h,632000.0,S,Ray,12/08/2017,14.0,3047.0,3.0,1.0,4.0,697.0,100.0,1960.0,Hume,-37.68557,144.93156000000005,Northern Metropolitan,4294.0
12606,Hawthorn,3 Johnson St,4,h,2053000.0,S,Abercromby's,17/06/2017,5.3,3122.0,4.0,3.0,2.0,354.0,,,Boroondara,-37.81691,145.03721000000004,Southern Metropolitan,11308.0
12607,St Kilda,5/240 Barkly St,1,u,370500.0,S,hockingstuart,10/12/2016,6.1,3182.0,1.0,1.0,1.0,0.0,46.0,1960.0,Port Phillip,-37.8722,144.9805,Southern Metropolitan,13240.0
12608,Niddrie,11 Spring St,4,h,850000.0,S,Barry,16/04/2016,11.2,3042.0,4.0,3.0,2.0,641.0,,,Moonee Valley,-37.7317,144.8751,Western Metropolitan,2291.0
12609,Epping,10/81 Rufus St,2,u,291000.0,S,HAR,9/09/2017,19.6,3076.0,2.0,1.0,1.0,161.0,,,,-37.64888,145.02313,Northern Metropolitan,10926.0
12610,Keilor East,74 Lincoln Dr,4,h,845000.0,S,Brad,4/06/2016,12.8,3033.0,3.0,1.0,1.0,622.0,126.0,1965.0,Moonee Valley,-37.7425,144.8683,Western Metropolitan,5629.0
12611,Carnegie,13/1150 Dandenong Rd,1,u,316000.0,PI,Ray,29/07/2017,10.1,3163.0,1.0,1.0,1.0,1978.0,,,Glen Eira,-37.88506,145.06411,Southern Metropolitan,7822.0
12612,Scoresby,9 Armin St,4,h,950000.0,S,Fletchers,16/09/2017,22.2,3179.0,4.0,2.0,,758.0,,1975.0,,-37.88863,145.23435,Eastern Metropolitan,2206.0
12613,Bundoora,219 Greenwood Dr,3,h,745000.0,S,Ray,23/09/2017,12.1,3083.0,3.0,1.0,2.0,586.0,,1970.0,,-37.70762,145.07179,Northern Metropolitan,10175.0
12614,Fawkner,39 Lynch Rd,3,h,751000.0,S,Stockdale,17/09/2016,12.4,3060.0,9.0,6.0,2.0,592.0,103.0,1960.0,Moreland,-37.712,144.9719,Northern Metropolitan,5070.0
12615,Malvern,6/20 Johnstone St,2,t,500000.0,S,Thomson,16/07/2016,7.4,3144.0,2.0,1.0,1.0,0.0,54.0,1970.0,Stonnington,-37.8693,145.0348,Southern Metropolitan,4675.0
12616,Wantirna,78 Raheen Av,3,h,1070000.0,S,Buxton,16/09/2017,14.7,3152.0,3.0,2.0,2.0,673.0,,,,-37.86345,145.22871,Eastern Metropolitan,5424.0
12617,Balwyn North,1120 Burke Rd,3,h,2668000.0,S,Noel,22/07/2017,9.7,3104.0,3.0,1.0,2.0,939.0,,,Boroondara,-37.79494,145.06382,Southern Metropolitan,7809.0
12618,Altona North,45 Hearn St,5,h,1085000.0,S,FN,3/09/2016,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0
12619,Chadstone,3 Yambie La,3,h,920000.0,PI,LITTLE,17/09/2016,13.6,3148.0,4.0,2.0,2.0,515.0,,,Monash,-37.8837,145.106,Southern Metropolitan,3582.0
12620,Sunshine North,4a Downing St,3,h,620000.0,SP,Douglas,26/07/2016,13.3,3020.0,3.0,3.0,2.0,221.0,155.0,2011.0,Brimbank,-37.7708,144.8401,Western Metropolitan,4217.0
12621,Clifton Hill,2A Council St,2,h,880000.0,VB,Nelson,18/03/2017,3.4,3068.0,2.0,1.0,0.0,100.0,,,Yarra,-37.7923,144.9858,Northern Metropolitan,2954.0
12622,Malvern East,35 Warley Rd,5,h,2350000.0,PI,Jellis,3/12/2016,11.2,3145.0,5.0,2.0,2.0,567.0,327.0,1915.0,Stonnington,-37.8786,145.0495,Southern Metropolitan,8801.0
12623,Carnegie,31A Gnarwyn Rd,2,t,817500.0,S,C21,24/06/2017,10.1,3163.0,2.0,1.0,1.0,292.0,,,Glen Eira,-37.89431,145.05902,Southern Metropolitan,7822.0
12624,Reservoir,91 Henty St,3,h,600000.0,S,Nelson,8/10/2016,11.2,3073.0,3.0,1.0,1.0,370.0,,,Darebin,-37.719,144.9971,Northern Metropolitan,21650.0
12625,Preston,91 Bruce St,3,h,1150000.0,S,hockingstuart,7/11/2016,8.8,3072.0,3.0,1.0,2.0,566.0,143.0,1910.0,Darebin,-37.7418,144.9934,Northern Metropolitan,14577.0
12626,Blackburn,18 Masons Rd,2,h,1500000.0,S,Noel,15/07/2017,13.4,3130.0,2.0,1.0,1.0,1021.0,,,Whitehorse,-37.83189,145.15785,Eastern Metropolitan,5713.0
12627,South Morang,18 Grange Dr,3,h,644000.0,S,Harcourts,3/06/2017,20.5,3752.0,3.0,2.0,4.0,492.0,160.0,2007.0,Whittlesea,-37.64215,145.08584,Northern Metropolitan,7969.0
12628,Williamstown,56 Verdon St,3,h,2910000.0,SP,Greg,4/03/2017,8.0,3016.0,3.0,3.0,2.0,515.0,286.0,1990.0,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380.0
12629,Essendon,7 Hilda St,3,h,1150000.0,S,Paul,26/07/2016,8.0,3040.0,3.0,1.0,0.0,300.0,145.0,1900.0,Moonee Valley,-37.7548,144.9315,Western Metropolitan,9264.0
12630,Toorak,4/264 Williams Rd,2,u,810000.0,SP,Jellis,10/12/2016,4.6,3142.0,2.0,2.0,2.0,0.0,94.0,1980.0,Stonnington,-37.842,145.0046,Southern Metropolitan,7217.0
12631,Port Melbourne,380 Ross St,3,t,1388000.0,S,Marshall,17/06/2017,3.5,3207.0,3.0,2.0,2.0,104.0,146.0,2015.0,Port Phillip,-37.83165,144.94411000000005,Southern Metropolitan,8648.0
12632,Carlton North,632 Rathdowne St,3,h,1280000.0,VB,Nelson,6/08/2016,3.2,3054.0,3.0,1.0,0.0,203.0,,,Yarra,-37.7824,144.9733,Northern Metropolitan,3106.0
12633,Surrey Hills,112 Croydon Rd,4,h,2128000.0,S,Fletchers,3/09/2016,11.2,3127.0,4.0,3.0,2.0,771.0,312.0,2000.0,Boroondara,-37.8239,145.0969,Southern Metropolitan,5457.0
12634,Kew,27 Fernhurst Gr,4,h,2560000.0,PI,Jellis,27/11/2016,5.6,3101.0,4.0,3.0,4.0,670.0,346.0,1990.0,Boroondara,-37.8042,145.0279,Southern Metropolitan,10331.0
12635,Ormond,2/31 Malane St,2,u,950000.0,S,Gary,10/12/2016,11.8,3204.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.9009,145.037,Southern Metropolitan,3578.0
12636,North Melbourne,60 Arden St,4,h,1475000.0,S,Jellis,12/08/2017,1.8,3051.0,4.0,2.0,1.0,137.0,,,Melbourne,-37.80072,144.9496,Northern Metropolitan,6821.0
12637,Aberfeldie,3/4 Combermere St,2,h,470000.0,S,Barry,8/04/2017,9.1,3040.0,2.0,1.0,1.0,70.0,72.3,1980.0,Moonee Valley,-37.7564,144.9043,Western Metropolitan,1543.0
12638,Oak Park,1 Victoria St,2,h,592000.0,S,Barry,3/09/2016,11.5,3046.0,2.0,1.0,2.0,577.0,,,Moreland,-37.7137,144.9167,Northern Metropolitan,2651.0
12639,Essendon,3/18 Balmoral St,2,u,440000.0,S,Barry,6/05/2017,8.0,3040.0,2.0,1.0,1.0,921.0,,,Moonee Valley,-37.749,144.9067,Western Metropolitan,9264.0
12640,Templestowe Lower,208 Templestowe Rd,4,h,903000.0,S,Barry,27/06/2016,13.8,3107.0,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham,-37.7564,145.1043,Eastern Metropolitan,5420.0
12641,Essendon,33 Bradshaw St,3,h,980000.0,VB,Barry,3/12/2016,8.0,3040.0,3.0,1.0,1.0,445.0,,,Moonee Valley,-37.7505,144.8934,Western Metropolitan,9264.0
12642,Altona,2/10 McAlpine Ct,3,u,670000.0,S,Sweeney,17/06/2017,11.0,3018.0,3.0,2.0,1.0,284.0,88.0,1988.0,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301.0
12643,Moonee Ponds,112 Dean St,3,h,1100000.0,VB,Brad,13/08/2016,6.9,3039.0,3.0,1.0,2.0,572.0,,,Moonee Valley,-37.7683,144.9325,Western Metropolitan,6232.0
12644,Murrumbeena,4/19 Rosella St,3,t,860000.0,SP,Buxton,22/05/2016,12.1,3163.0,3.0,2.0,2.0,0.0,,2013.0,Glen Eira,-37.8939,145.0715,Southern Metropolitan,4442.0
12645,Camberwell,2/576 Riversdale Rd,2,u,670000.0,VB,Jellis,1/07/2017,7.7,3124.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.83202,145.06095,Southern Metropolitan,8920.0
12646,Vermont South,23 Overland Dr,4,h,1208000.0,S,Ray,17/06/2017,17.2,3133.0,4.0,2.0,2.0,785.0,,,Whitehorse,-37.86343,145.18542,Eastern Metropolitan,4280.0
12647,Bundoora,50 Cameron Pde,3,h,687000.0,S,Ray,17/06/2017,12.1,3083.0,3.0,1.0,3.0,559.0,,,Banyule,-37.69849,145.06705,Northern Metropolitan,10175.0
12648,Watsonia,60 Princes St,3,h,830000.0,S,Miles,17/06/2017,14.5,3087.0,3.0,1.0,2.0,696.0,,,Banyule,-37.70576,145.07788,Northern Metropolitan,2329.0
12649,Elwood,31 Shelley St,3,h,1050000.0,VB,Chisholm,7/11/2016,7.7,3184.0,3.0,1.0,0.0,257.0,138.0,1920.0,Port Phillip,-37.881,144.9841,Southern Metropolitan,8989.0
12650,Armadale,4/379 Dandenong Rd,2,u,595000.0,S,Jellis,17/06/2017,6.3,3143.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.86048,145.01498,Southern Metropolitan,4836.0
12651,West Footscray,2/30 Fontein St,2,u,545000.0,SP,Biggin,18/03/2017,8.2,3012.0,2.0,1.0,1.0,154.0,2.0,2005.0,Maribyrnong,-37.8004,144.8647,Western Metropolitan,5058.0
12652,Rosanna,1/64 Lower Plenty Rd,2,u,675000.0,S,Miles,3/06/2017,8.9,3084.0,2.0,1.0,1.0,247.0,,,Banyule,-37.74427,145.06293,Eastern Metropolitan,3540.0
12653,Brighton East,22A Camperdown St,3,t,1302500.0,S,Buxton,4/03/2017,10.7,3187.0,3.0,2.0,2.0,391.0,,,Bayside,-37.9179,145.0091,Southern Metropolitan,6938.0
12654,Bentleigh,5 Luckins Rd,3,h,1165000.0,PI,Buxton,18/06/2016,13.0,3204.0,3.0,1.0,2.0,694.0,125.0,1950.0,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795.0
12655,Fitzroy North,74 Barkly St,4,h,1950000.0,S,Nelson,14/05/2016,3.5,3068.0,4.0,2.0,2.0,233.0,216.0,1890.0,Yarra,-37.7786,144.9818,Northern Metropolitan,6244.0
12656,Eaglemont,34 Durham St,3,h,1601000.0,S,Miles,26/07/2016,10.3,3084.0,3.0,1.0,1.0,872.0,136.0,1960.0,Banyule,-37.7618,145.0649,Eastern Metropolitan,1651.0
12657,Highett,10 Haynes St,4,h,1535000.0,S,Thomson,22/07/2017,16.0,3190.0,4.0,2.0,2.0,719.0,719.0,1998.0,Bayside,-37.94999,145.03122,Southern Metropolitan,4794.0
12658,South Yarra,10/38 Kensington Rd,1,u,555000.0,S,Jellis,29/07/2017,2.7,3141.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.83631,145.00181,Southern Metropolitan,14887.0
12659,Caulfield South,5 Sycamore St,3,h,1570000.0,S,Matthew,25/02/2017,9.3,3162.0,3.0,1.0,2.0,520.0,,,Glen Eira,-37.8889,145.0151,Southern Metropolitan,5051.0
12660,South Yarra,7/44 Darling St,2,u,630000.0,S,Thomson,17/09/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8361,144.9921,Southern Metropolitan,14887.0
12661,Bentleigh,63 Tucker Rd,4,t,1245000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,2.0,2.0,345.0,,,Glen Eira,-37.9291,145.0491,Southern Metropolitan,6795.0
12662,Ascot Vale,85 The Parade,3,h,1310000.0,S,Brad,22/07/2017,4.3,3032.0,3.0,1.0,2.0,523.0,,,Moonee Valley,-37.77255,144.91213,Western Metropolitan,6567.0
12663,Reservoir,13 Southernhay St,3,h,787000.0,S,Stockdale,22/05/2016,11.2,3073.0,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin,-37.7258,145.0129,Northern Metropolitan,21650.0
12664,Mentone,21 Chicquita Cct,3,t,792000.0,S,hockingstuart,16/09/2017,20.0,3194.0,3.0,2.0,2.0,156.0,,,,-37.97928,145.0763,South-Eastern Metropolitan,6162.0
12665,Yarraville,1a Kingston St,2,h,610000.0,SP,Jas,15/10/2016,7.0,3013.0,2.0,0.0,0.0,94.0,,,Maribyrnong,-37.815,144.8827,Western Metropolitan,6543.0
12666,Craigieburn,12 Surrey Ct,3,h,716000.0,SP,Stockdale,12/08/2017,20.6,3064.0,3.0,2.0,6.0,1005.0,160.0,1995.0,Hume,-37.60574,144.92548,Northern Metropolitan,15510.0
12667,Blackburn,3/33 Glen Ebor Av,3,h,786000.0,S,Ray,23/09/2017,13.4,3130.0,3.0,1.0,2.0,1271.0,,,,-37.82151,145.16138999999995,Eastern Metropolitan,5713.0
12668,Parkville,10/238 The Avenue,3,u,1040000.0,S,Nelson,28/08/2016,2.6,3052.0,3.0,2.0,1.0,0.0,,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309.0
12669,Essendon,5/322 Buckley St,2,u,460000.0,S,Nelson,14/05/2016,8.0,3040.0,2.0,1.0,1.0,0.0,72.0,1960.0,Moonee Valley,-37.7545,144.8964,Western Metropolitan,9264.0
12670,Essendon North,64 Kerferd St,5,h,1360000.0,S,Nelson,18/03/2017,9.4,3041.0,5.0,3.0,2.0,463.0,196.0,1930.0,Moonee Valley,-37.7379,144.9022,Western Metropolitan,1308.0
12671,Niddrie,2/49 Hamilton St,2,t,617500.0,S,Harcourts,10/09/2016,11.2,3042.0,2.0,1.0,1.0,237.0,,,Moonee Valley,-37.74,144.8851,Western Metropolitan,2291.0
12672,Pascoe Vale,1 Ann St,4,h,1260000.0,S,Eview,26/08/2017,8.5,3044.0,4.0,2.0,4.0,578.0,171.0,1920.0,,-37.73058,144.9353,Northern Metropolitan,7485.0
12673,Collingwood,3/8 Forest St,2,u,560000.0,S,Jellis,12/08/2017,2.0,3066.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,-37.79627,144.99229,Northern Metropolitan,4553.0
12674,Hoppers Crossing,7 Lisa Ct,4,h,472000.0,S,Barry,27/05/2017,18.4,3029.0,4.0,2.0,2.0,546.0,,,Wyndham,-37.85146,144.67109,Western Metropolitan,13830.0
12675,Glen Iris,2/7 Maitland St,2,u,529500.0,S,hockingstuart,26/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412.0
12676,Rowville,11 Jindalee Cl,5,h,870000.0,S,Harcourts,1/07/2017,23.5,3178.0,5.0,2.0,2.0,733.0,217.0,1986.0,Knox,-37.91894,145.24305,South-Eastern Metropolitan,11667.0
12677,Northcote,8 Swift St,3,h,1800000.0,VB,McGrath,15/07/2017,5.3,3070.0,3.0,1.0,2.0,771.0,,1950.0,Darebin,-37.76631,145.01699,Northern Metropolitan,11364.0
12678,Essendon,18 Lorraine St,4,h,2355000.0,S,McDonald,25/02/2017,8.0,3040.0,4.0,2.0,3.0,715.0,273.0,1920.0,Moonee Valley,-37.7582,144.9128,Western Metropolitan,9264.0
12679,Maribyrnong,104 Gatehouse Pl,2,u,420000.0,SP,Biggin,7/05/2016,8.7,3032.0,2.0,1.0,2.0,5661.0,103.0,1940.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918.0
12680,Sunshine West,2 Day St,3,h,695000.0,S,Barry,29/07/2017,10.5,3020.0,3.0,1.0,0.0,694.0,113.6,1950.0,Brimbank,-37.78871,144.81368999999995,Western Metropolitan,6763.0
12681,Bentleigh East,1 Gladesville Dr,5,h,1220000.0,S,Buxton,1/07/2017,13.8,3165.0,5.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira,-37.93228,145.07026000000005,Southern Metropolitan,10969.0
12682,Tullamarine,9/200 Melrose Dr,2,u,300000.0,SP,Jason,29/07/2017,12.9,3043.0,2.0,1.0,1.0,0.0,66.32,1980.0,Hume,-37.69815,144.88019,Western Metropolitan,3296.0
12683,West Footscray,2/663 Barkly St,3,u,580000.0,SP,Jas,8/04/2017,8.2,3012.0,2.0,1.0,0.0,183.0,104.0,1930.0,Maribyrnong,-37.7968,144.8708,Western Metropolitan,5058.0
12684,Glen Iris,4 Rowen St,4,h,1760000.0,PI,Jellis,13/05/2017,9.2,3146.0,4.0,3.0,3.0,622.0,160.0,1940.0,Boroondara,-37.858,145.0859,Southern Metropolitan,10412.0
12685,Heidelberg West,11 Wewak Pde,2,h,735000.0,SP,Miles,3/12/2016,9.4,3081.0,2.0,1.0,3.0,602.0,,,Banyule,-37.7455,145.0452,Eastern Metropolitan,2674.0
12686,Bentleigh,12 Auckland St,3,h,1365000.0,S,Buxton,1/07/2017,11.4,3204.0,3.0,1.0,1.0,776.0,,,Glen Eira,-37.92487,145.04703,Southern Metropolitan,6795.0
12687,Viewbank,19 Lena St,3,h,920000.0,S,Miles,14/05/2016,13.8,3084.0,3.0,2.0,2.0,834.0,143.0,1975.0,Banyule,-37.7396,145.0884,Eastern Metropolitan,2698.0
12688,Pascoe Vale,9 Dorset Rd,3,h,800000.0,SP,Barry,1/07/2017,8.5,3044.0,3.0,1.0,2.0,287.0,,,Moreland,-37.72392,144.94951,Northern Metropolitan,7485.0
12689,Doncaster,4 Colston Cl,4,h,1250000.0,PI,Barry,10/12/2016,13.9,3108.0,4.0,2.0,2.0,780.0,,,Manningham,-37.7955,145.139,Eastern Metropolitan,9028.0
12690,Sunshine West,2/10 Carter St,3,u,545000.0,S,Barry,10/12/2016,13.5,3020.0,3.0,2.0,1.0,240.0,131.0,2011.0,Brimbank,-37.7891,144.8152,Western Metropolitan,6763.0
12691,Kensington,109/18 Bent St,2,u,730000.0,SP,Rendina,20/05/2017,4.2,3031.0,2.0,2.0,1.0,2135.0,,2012.0,Melbourne,-37.7956,144.935,Northern Metropolitan,5263.0
12692,Richmond,1/7 Sanders Pl,3,t,1582000.0,S,Jellis,25/02/2017,2.6,3121.0,3.0,3.0,2.0,119.0,184.0,2005.0,Yarra,-37.8278,144.9984,Northern Metropolitan,14949.0
12693,West Footscray,120 Cross St,4,h,850000.0,SA,Ray,15/10/2016,8.2,3012.0,4.0,1.0,3.0,511.0,,,Maribyrnong,-37.8001,144.877,Western Metropolitan,5058.0
12694,Yarraville,15 Freame St,2,h,1196000.0,S,Greg,8/04/2017,7.0,3013.0,2.0,1.0,2.0,451.0,,,Maribyrnong,-37.8178,144.8752,Western Metropolitan,6543.0
12695,Malvern,1219 Malvern Rd,3,h,1650000.0,S,Marshall,12/08/2017,5.9,3144.0,3.0,1.0,2.0,354.0,117.0,1880.0,Stonnington,-37.85189,145.03335,Southern Metropolitan,4675.0
12696,Windsor,1a Primrose St,4,h,1605000.0,S,Biggin,18/03/2017,5.1,3181.0,4.0,1.0,1.0,230.0,,,Stonnington,-37.8549,144.9948,Southern Metropolitan,4380.0
12697,Sunshine West,122 Glengala Rd,3,h,587000.0,S,Barry,22/08/2016,13.5,3020.0,3.0,1.0,1.0,694.0,,,Brimbank,-37.7892,144.8137,Western Metropolitan,6763.0
12698,Hampton,16 Carolyn St,4,h,1600000.0,S,Charlton,24/06/2017,13.8,3188.0,4.0,2.0,3.0,633.0,,1950.0,Bayside,-37.94039,145.02234,Southern Metropolitan,5454.0
12699,South Kingsville,41 Saltley St,3,t,855000.0,SP,Greg,27/11/2016,9.1,3015.0,3.0,2.0,2.0,337.0,,,Hobsons Bay,-37.8288,144.8681,Western Metropolitan,984.0
12700,Wantirna South,15 Mara Cl,4,h,1330000.0,S,Barry,26/08/2017,14.7,3152.0,4.0,2.0,2.0,717.0,191.0,1980.0,,-37.86887,145.22116,Eastern Metropolitan,7082.0
12701,Hampton,1/12 Grenville St,2,u,860000.0,S,Buxton,29/04/2017,13.7,3188.0,2.0,1.0,1.0,90.0,90.0,1962.0,Bayside,-37.9354,144.9994,Southern Metropolitan,5454.0
12702,Wantirna South,42 Argyle Wy,4,h,1045000.0,S,Noel,15/07/2017,14.7,3152.0,4.0,3.0,2.0,728.0,153.0,1990.0,Knox,-37.88009,145.22736,Eastern Metropolitan,7082.0
12703,Brunswick East,120 Victoria St,3,h,1325000.0,PI,Jellis,27/11/2016,4.5,3057.0,3.0,2.0,2.0,190.0,135.0,1940.0,Moreland,-37.7684,144.9739,Northern Metropolitan,5533.0
